"Effect_Size_ID","Study_ID","Species_ID","Treatment_ID","Trait_ID","First_Author","Title","Year","Journal","Journal_Impact_Factor-2021","Scientific_Name","Ecosystem","Species_Overlap","Plasticity_Mechanism","Developmental_Exposure_Time","Acclimation_Exposure_Time","Exposure_Units","T1_constant","T2_mean","T2_Magnitude","Fluctuation_Category","Fluctuation_Period","Fluctuation_Unit","Acclimation_Life-History_Stage","Animal_Overlap_T1","Animal_Overlap_T2","Shared_Control","Trait_Category","Measurement","Trait_Unit","Performance_Curve","Complex_Design","Animal_Overlap","Percentage_Transformation","Proportion_Transformation","In_Transformation","Reciprocal_Transformation","n_R1-1","R1-1_Mean","R1-1_SD_Final","n_R2-2","R2-2_Mean","R2-2_SD_Final"
891,79,1,1,2,"M. S. De Majo","Effects Of Constant And Fluctuating Low Temperatures On The Development Of Aedes Aegypti (Diptera: Culicidae) From A Temperate Region",2019,"Journal Of Medical Entomology",2.435,"Aedes aegypti","Terrestrial","A","Developmental Plasticity","Larval Period",NA,NA,12,12,8,"Alternating",1,"Day",NA,"A","B","A","Life-History Traits","Development Time","Days","No","Yes","B","No","No","No","Yes",4,49.041095890411,2.60273972602739,4,33.8356164383562,8.42465753424656
892,79,1,1,3,"M. S. De Majo","Effects Of Constant And Fluctuating Low Temperatures On The Development Of Aedes Aegypti (Diptera: Culicidae) From A Temperate Region",2019,"Journal Of Medical Entomology",2.435,"Aedes aegypti","Terrestrial","A","Developmental Plasticity","Larval Period",NA,NA,12,12,8,"Alternating",1,"Day",NA,"A","B","A","Morphology","Wing Length","mm","No","Yes","A","No","No","No","No",3,2.95057915057915,0.0225868725868725,2,2.91409266409266,0.0625482625482632
893,79,1,1,4,"M. S. De Majo","Effects Of Constant And Fluctuating Low Temperatures On The Development Of Aedes Aegypti (Diptera: Culicidae) From A Temperate Region",2019,"Journal Of Medical Entomology",2.435,"Aedes aegypti","Terrestrial","A","Developmental Plasticity","Larval Period",NA,NA,12,12,8,"Alternating",1,"Day",NA,"A","B","A","Morphology","Wing Length","mm","No","Yes","B","No","No","No","No",4,2.45471698113208,0.127358490566038,4,2.4122641509434,0.0373584905660378
894,79,1,2,1,"M. S. De Majo","Effects Of Constant And Fluctuating Low Temperatures On The Development Of Aedes Aegypti (Diptera: Culicidae) From A Temperate Region",2019,"Journal Of Medical Entomology",2.435,"Aedes aegypti","Terrestrial","A","Developmental Plasticity","Larval Period",NA,NA,14,14,8,"Alternating",1,"Day",NA,"C","D","B","Life-History Traits","Development Time","Days","No","Yes","A","No","No","No","Yes",12,31.4383561643836,1.16438356164384,16,31.027397260274,3.56164383561644
895,79,1,2,2,"M. S. De Majo","Effects Of Constant And Fluctuating Low Temperatures On The Development Of Aedes Aegypti (Diptera: Culicidae) From A Temperate Region",2019,"Journal Of Medical Entomology",2.435,"Aedes aegypti","Terrestrial","A","Developmental Plasticity","Larval Period",NA,NA,14,14,8,"Alternating",1,"Day",NA,"C","D","B","Life-History Traits","Development Time","Days","No","Yes","B","No","No","No","Yes",14,30.1369863013699,1.0958904109589,9,29.5890410958904,3.49315068493151
896,79,1,2,3,"M. S. De Majo","Effects Of Constant And Fluctuating Low Temperatures On The Development Of Aedes Aegypti (Diptera: Culicidae) From A Temperate Region",2019,"Journal Of Medical Entomology",2.435,"Aedes aegypti","Terrestrial","A","Developmental Plasticity","Larval Period",NA,NA,14,14,8,"Alternating",1,"Day",NA,"C","D","B","Morphology","Wing Length","mm","No","Yes","A","No","No","No","No",12,2.92451737451738,0.0694980694980689,16,2.92972972972973,0.0729729729729733
897,79,1,2,4,"M. S. De Majo","Effects Of Constant And Fluctuating Low Temperatures On The Development Of Aedes Aegypti (Diptera: Culicidae) From A Temperate Region",2019,"Journal Of Medical Entomology",2.435,"Aedes aegypti","Terrestrial","A","Developmental Plasticity","Larval Period",NA,NA,14,14,8,"Alternating",1,"Day",NA,"C","D","B","Morphology","Wing Length","mm","No","Yes","B","No","No","No","No",14,2.47679245283019,0.0713207547169814,9,2.46320754716981,0.0815094339622644
898,79,1,3,1,"M. S. De Majo","Effects Of Constant And Fluctuating Low Temperatures On The Development Of Aedes Aegypti (Diptera: Culicidae) From A Temperate Region",2019,"Journal Of Medical Entomology",2.435,"Aedes aegypti","Terrestrial","A","Developmental Plasticity","Larval Period",NA,NA,16,16,8,"Alternating",1,"Day",NA,"E","F","C","Life-History Traits","Development Time","Days","No","Yes","A","No","No","No","Yes",13,24.6575342465754,1.50684931506849,12,23.972602739726,1.71232876712329
899,79,1,3,2,"M. S. De Majo","Effects Of Constant And Fluctuating Low Temperatures On The Development Of Aedes Aegypti (Diptera: Culicidae) From A Temperate Region",2019,"Journal Of Medical Entomology",2.435,"Aedes aegypti","Terrestrial","A","Developmental Plasticity","Larval Period",NA,NA,16,16,8,"Alternating",1,"Day",NA,"E","F","C","Life-History Traits","Development Time","Days","No","Yes","B","No","No","No","Yes",15,22.1917808219178,1.71232876712329,13,20.6849315068493,1.84931506849315
900,79,1,3,3,"M. S. De Majo","Effects Of Constant And Fluctuating Low Temperatures On The Development Of Aedes Aegypti (Diptera: Culicidae) From A Temperate Region",2019,"Journal Of Medical Entomology",2.435,"Aedes aegypti","Terrestrial","A","Developmental Plasticity","Larval Period",NA,NA,16,16,8,"Alternating",1,"Day",NA,"E","F","C","Morphology","Wing Length","mm","No","Yes","A","No","No","No","No",13,2.88629343629344,0.111196911196911,12,2.78899613899614,0.0747104247104247
901,79,1,3,4,"M. S. De Majo","Effects Of Constant And Fluctuating Low Temperatures On The Development Of Aedes Aegypti (Diptera: Culicidae) From A Temperate Region",2019,"Journal Of Medical Entomology",2.435,"Aedes aegypti","Terrestrial","A","Developmental Plasticity","Larval Period",NA,NA,16,16,8,"Alternating",1,"Day",NA,"E","F","C","Morphology","Wing Length","mm","No","Yes","B","No","No","No","No",15,2.38339622641509,0.0373584905660378,13,2.31377358490566,0.0679245283018868
902,80,1,1,1,"I. Milosavljevic","The Effects Of Constant And Fluctuating Temperatures On Development Of Diaphorina Citri (Hemiptera: Liviidae), The Asian Citrus Psyllid",2020,"Journal Of Economic Entomology",2.447,"Diaphorina citri","Terrestrial","A","Developmental Plasticity","Larval Period",NA,NA,15,15,12,"Sinusoidal (Sine Curve)",1,"Day",NA,"A","B","A","Life-History Traits","Development Time","Days","No","No","A","No","No","No","Yes",90,41.39,5.78696811810813,59,58.48,9.52462072735707
903,80,1,2,1,"I. Milosavljevic","The Effects Of Constant And Fluctuating Temperatures On Development Of Diaphorina Citri (Hemiptera: Liviidae), The Asian Citrus Psyllid",2020,"Journal Of Economic Entomology",2.447,"Diaphorina citri","Terrestrial","A","Developmental Plasticity","Larval Period",NA,NA,20,20,14,"Sinusoidal (Sine Curve)",1,"Day",NA,"C","D","B","Life-History Traits","Development Time","Days","No","No","A","No","No","No","Yes",113,29.91,3.50794811820243,65,30.95,2.98303536687046
904,80,1,3,1,"I. Milosavljevic","The Effects Of Constant And Fluctuating Temperatures On Development Of Diaphorina Citri (Hemiptera: Liviidae), The Asian Citrus Psyllid",2020,"Journal Of Economic Entomology",2.447,"Diaphorina citri","Terrestrial","A","Developmental Plasticity","Larval Period",NA,NA,25,25,16,"Sinusoidal (Sine Curve)",1,"Day",NA,"E","F","C","Life-History Traits","Development Time","Days","No","No","A","No","No","No","Yes",94,16.76,1.16344316577992,82,17.35,2.08273858177161
905,80,1,4,1,"I. Milosavljevic","The Effects Of Constant And Fluctuating Temperatures On Development Of Diaphorina Citri (Hemiptera: Liviidae), The Asian Citrus Psyllid",2020,"Journal Of Economic Entomology",2.447,"Diaphorina citri","Terrestrial","A","Developmental Plasticity","Larval Period",NA,NA,30,30,21,"Sinusoidal (Sine Curve)",1,"Day",NA,"G","H","D","Life-History Traits","Development Time","Days","No","No","A","No","No","No","Yes",34,10.91,2.50730931478348,94,11.7,2.03602554011486
906,80,1,5,1,"I. Milosavljevic","The Effects Of Constant And Fluctuating Temperatures On Development Of Diaphorina Citri (Hemiptera: Liviidae), The Asian Citrus Psyllid",2020,"Journal Of Economic Entomology",2.447,"Diaphorina citri","Terrestrial","A","Developmental Plasticity","Larval Period",NA,NA,32,32,20,"Sinusoidal (Sine Curve)",1,"Day",NA,"I","J","E","Life-History Traits","Development Time","Days","No","No","A","No","No","No","Yes",33,10.84,1.43614066163451,56,12.16,1.4218298069741
907,80,1,6,1,"I. Milosavljevic","The Effects Of Constant And Fluctuating Temperatures On Development Of Diaphorina Citri (Hemiptera: Liviidae), The Asian Citrus Psyllid",2020,"Journal Of Economic Entomology",2.447,"Diaphorina citri","Terrestrial","A","Developmental Plasticity","Larval Period",NA,NA,35,35,11,"Sinusoidal (Sine Curve)",1,"Day",NA,"K","L","F","Life-History Traits","Development Time","Days","No","No","A","No","No","No","Yes",39,14.95,2.31064925940741,35,20.97,1.95230632842287
908,81,1,1,1,"I. Milosavljevic","Effects Of Constant And Fluctuating Temperatures On Development Rates And Longevity Of Diaphorencyrtus Aligarhensis (Hymenoptera: Encyrtidae)",2019,"Journal Of Economic Entomology",2.447,"Diaphorencyrtus aligarhensis","Terrestrial","A","Developmental Plasticity","Egg to Adult",NA,NA,15,15,12,"Stepwise",1,"Day",NA,"A","B","A","Life-History Traits","Development Time","Days","No","No","A","No","No","No","Yes",14,56.07,3.18040877875785,16,64.19,3.16
909,81,1,1,2,"I. Milosavljevic","Effects Of Constant And Fluctuating Temperatures On Development Rates And Longevity Of Diaphorencyrtus Aligarhensis (Hymenoptera: Encyrtidae)",2019,"Journal Of Economic Entomology",2.447,"Diaphorencyrtus aligarhensis","Terrestrial","A","Developmental Plasticity","Egg to Adult",NA,NA,15,15,12,"Stepwise",1,"Day",NA,"A","B","A","Life-History Traits","Development Time","Days","No","No","B","No","No","No","Yes",16,55.75,3.16,23,64.57,3.16524880538639
910,81,1,1,3,"I. Milosavljevic","Effects Of Constant And Fluctuating Temperatures On Development Rates And Longevity Of Diaphorencyrtus Aligarhensis (Hymenoptera: Encyrtidae)",2019,"Journal Of Economic Entomology",2.447,"Diaphorencyrtus aligarhensis","Terrestrial","A","Developmental Plasticity","Egg to Adult",NA,NA,15,15,12,"Stepwise",1,"Day",NA,"A","B","A","Life-History Traits","Longevity","Days","No","No","A","No","No","No","No",14,64.57,3.96615682998038,16,19.63,3.96
911,81,1,1,4,"I. Milosavljevic","Effects Of Constant And Fluctuating Temperatures On Development Rates And Longevity Of Diaphorencyrtus Aligarhensis (Hymenoptera: Encyrtidae)",2019,"Journal Of Economic Entomology",2.447,"Diaphorencyrtus aligarhensis","Terrestrial","A","Developmental Plasticity","Egg to Adult",NA,NA,15,15,12,"Stepwise",1,"Day",NA,"A","B","A","Life-History Traits","Longevity","Days","No","No","B","No","No","No","No",16,66.38,3.96,23,17,3.98054016434956
912,81,1,2,1,"I. Milosavljevic","Effects Of Constant And Fluctuating Temperatures On Development Rates And Longevity Of Diaphorencyrtus Aligarhensis (Hymenoptera: Encyrtidae)",2019,"Journal Of Economic Entomology",2.447,"Diaphorencyrtus aligarhensis","Terrestrial","A","Developmental Plasticity","Egg to Adult",NA,NA,20,20,14,"Stepwise",1,"Day",NA,"C","D","B","Life-History Traits","Development Time","Days","No","No","A","No","No","No","Yes",18,31.83,4.96388960392956,14,31.86,4.97640432440934
913,81,1,2,2,"I. Milosavljevic","Effects Of Constant And Fluctuating Temperatures On Development Rates And Longevity Of Diaphorencyrtus Aligarhensis (Hymenoptera: Encyrtidae)",2019,"Journal Of Economic Entomology",2.447,"Diaphorencyrtus aligarhensis","Terrestrial","A","Developmental Plasticity","Egg to Adult",NA,NA,20,20,14,"Stepwise",1,"Day",NA,"C","D","B","Life-History Traits","Development Time","Days","No","No","B","No","No","No","Yes",33,32.09,4.9403238760227,17,40.82,4.94772675074119
914,81,1,2,3,"I. Milosavljevic","Effects Of Constant And Fluctuating Temperatures On Development Rates And Longevity Of Diaphorencyrtus Aligarhensis (Hymenoptera: Encyrtidae)",2019,"Journal Of Economic Entomology",2.447,"Diaphorencyrtus aligarhensis","Terrestrial","A","Developmental Plasticity","Egg to Adult",NA,NA,20,20,14,"Stepwise",1,"Day",NA,"C","D","B","Life-History Traits","Longevity","Days","No","No","A","No","No","No","No",18,33.67,2.92742207411231,14,43.71,2.91849276168367
915,81,1,2,4,"I. Milosavljevic","Effects Of Constant And Fluctuating Temperatures On Development Rates And Longevity Of Diaphorencyrtus Aligarhensis (Hymenoptera: Encyrtidae)",2019,"Journal Of Economic Entomology",2.447,"Diaphorencyrtus aligarhensis","Terrestrial","A","Developmental Plasticity","Egg to Adult",NA,NA,20,20,14,"Stepwise",1,"Day",NA,"C","D","B","Life-History Traits","Longevity","Days","No","No","B","No","No","No","No",33,31.21,2.92972694973439,15,44,2.94346734311764
916,81,1,3,1,"I. Milosavljevic","Effects Of Constant And Fluctuating Temperatures On Development Rates And Longevity Of Diaphorencyrtus Aligarhensis (Hymenoptera: Encyrtidae)",2019,"Journal Of Economic Entomology",2.447,"Diaphorencyrtus aligarhensis","Terrestrial","A","Developmental Plasticity","Egg to Adult",NA,NA,25,25,16,"Stepwise",1,"Day",NA,"E","F","C","Life-History Traits","Development Time","Days","No","No","A","No","No","No","Yes",11,18.91,1.75781113888836,14,18.93,1.75857897178375
917,81,1,3,2,"I. Milosavljevic","Effects Of Constant And Fluctuating Temperatures On Development Rates And Longevity Of Diaphorencyrtus Aligarhensis (Hymenoptera: Encyrtidae)",2019,"Journal Of Economic Entomology",2.447,"Diaphorencyrtus aligarhensis","Terrestrial","A","Developmental Plasticity","Egg to Adult",NA,NA,25,25,16,"Stepwise",1,"Day",NA,"E","F","C","Life-History Traits","Development Time","Days","No","No","B","No","No","No","Yes",22,20,1.73545383113467,12,17.92,1.76669182372025
918,81,1,3,3,"I. Milosavljevic","Effects Of Constant And Fluctuating Temperatures On Development Rates And Longevity Of Diaphorencyrtus Aligarhensis (Hymenoptera: Encyrtidae)",2019,"Journal Of Economic Entomology",2.447,"Diaphorencyrtus aligarhensis","Terrestrial","A","Developmental Plasticity","Egg to Adult",NA,NA,25,25,16,"Stepwise",1,"Day",NA,"E","F","C","Life-History Traits","Longevity","Days","No","No","A","No","No","No","No",11,25.91,1.72464489098481,14,36.43,1.72116239791601
919,81,1,3,4,"I. Milosavljevic","Effects Of Constant And Fluctuating Temperatures On Development Rates And Longevity Of Diaphorencyrtus Aligarhensis (Hymenoptera: Encyrtidae)",2019,"Journal Of Economic Entomology",2.447,"Diaphorencyrtus aligarhensis","Terrestrial","A","Developmental Plasticity","Egg to Adult",NA,NA,25,25,16,"Stepwise",1,"Day",NA,"E","F","C","Life-History Traits","Longevity","Days","No","No","B","No","No","No","No",22,25.59,1.73545383113467,12,34,1.73205080756888
920,81,1,4,1,"I. Milosavljevic","Effects Of Constant And Fluctuating Temperatures On Development Rates And Longevity Of Diaphorencyrtus Aligarhensis (Hymenoptera: Encyrtidae)",2019,"Journal Of Economic Entomology",2.447,"Diaphorencyrtus aligarhensis","Terrestrial","A","Developmental Plasticity","Egg to Adult",NA,NA,30,30,21,"Stepwise",1,"Day",NA,"G","H","D","Life-History Traits","Development Time","Days","No","No","A","No","No","No","Yes",9,15.56,1.5,16,13.06,1.48
921,81,1,4,2,"I. Milosavljevic","Effects Of Constant And Fluctuating Temperatures On Development Rates And Longevity Of Diaphorencyrtus Aligarhensis (Hymenoptera: Encyrtidae)",2019,"Journal Of Economic Entomology",2.447,"Diaphorencyrtus aligarhensis","Terrestrial","A","Developmental Plasticity","Egg to Adult",NA,NA,30,30,21,"Stepwise",1,"Day",NA,"G","H","D","Life-History Traits","Development Time","Days","No","No","B","No","No","No","Yes",16,15.88,1.48,17,12.53,1.48431802522236
922,81,1,4,3,"I. Milosavljevic","Effects Of Constant And Fluctuating Temperatures On Development Rates And Longevity Of Diaphorencyrtus Aligarhensis (Hymenoptera: Encyrtidae)",2019,"Journal Of Economic Entomology",2.447,"Diaphorencyrtus aligarhensis","Terrestrial","A","Developmental Plasticity","Egg to Adult",NA,NA,30,30,21,"Stepwise",1,"Day",NA,"G","H","D","Life-History Traits","Longevity","Days","No","No","A","No","No","No","No",9,16.56,1.89,15,23.6,1.85903200617956
923,81,1,4,4,"I. Milosavljevic","Effects Of Constant And Fluctuating Temperatures On Development Rates And Longevity Of Diaphorencyrtus Aligarhensis (Hymenoptera: Encyrtidae)",2019,"Journal Of Economic Entomology",2.447,"Diaphorencyrtus aligarhensis","Terrestrial","A","Developmental Plasticity","Egg to Adult",NA,NA,30,30,21,"Stepwise",1,"Day",NA,"G","H","D","Life-History Traits","Longevity","Days","No","No","B","No","No","No","No",16,17.06,1.88,14,23.43,1.87082869338697
924,81,1,5,1,"I. Milosavljevic","Effects Of Constant And Fluctuating Temperatures On Development Rates And Longevity Of Diaphorencyrtus Aligarhensis (Hymenoptera: Encyrtidae)",2019,"Journal Of Economic Entomology",2.447,"Diaphorencyrtus aligarhensis","Terrestrial","A","Developmental Plasticity","Egg to Adult",NA,NA,32,32,20,"Stepwise",1,"Day",NA,"I","J","E","Life-History Traits","Development Time","Days","No","No","A","No","No","No","Yes",56,14.8,2.8436596139482,24,13.54,2.84140810162849
925,81,1,5,2,"I. Milosavljevic","Effects Of Constant And Fluctuating Temperatures On Development Rates And Longevity Of Diaphorencyrtus Aligarhensis (Hymenoptera: Encyrtidae)",2019,"Journal Of Economic Entomology",2.447,"Diaphorencyrtus aligarhensis","Terrestrial","A","Developmental Plasticity","Egg to Adult",NA,NA,32,32,20,"Stepwise",1,"Day",NA,"I","J","E","Life-History Traits","Development Time","Days","No","No","B","No","No","No","Yes",68,14.87,2.88617393793236,28,14.96,2.85741141594976
926,81,1,5,3,"I. Milosavljevic","Effects Of Constant And Fluctuating Temperatures On Development Rates And Longevity Of Diaphorencyrtus Aligarhensis (Hymenoptera: Encyrtidae)",2019,"Journal Of Economic Entomology",2.447,"Diaphorencyrtus aligarhensis","Terrestrial","A","Developmental Plasticity","Egg to Adult",NA,NA,32,32,20,"Stepwise",1,"Day",NA,"I","J","E","Life-History Traits","Longevity","Days","No","No","A","No","No","No","No",56,1.98,1.79599554565149,22,1.91,1.7823579887329
927,81,1,5,4,"I. Milosavljevic","Effects Of Constant And Fluctuating Temperatures On Development Rates And Longevity Of Diaphorencyrtus Aligarhensis (Hymenoptera: Encyrtidae)",2019,"Journal Of Economic Entomology",2.447,"Diaphorencyrtus aligarhensis","Terrestrial","A","Developmental Plasticity","Egg to Adult",NA,NA,32,32,20,"Stepwise",1,"Day",NA,"I","J","E","Life-History Traits","Longevity","Days","No","No","B","No","No","No","No",65,2.2,1.77369670462568,24,1.83,1.81262240965955
928,81,1,6,1,"I. Milosavljevic","Effects Of Constant And Fluctuating Temperatures On Development Rates And Longevity Of Diaphorencyrtus Aligarhensis (Hymenoptera: Encyrtidae)",2019,"Journal Of Economic Entomology",2.447,"Diaphorencyrtus aligarhensis","Terrestrial","A","Developmental Plasticity","Egg to Adult",NA,NA,35,35,11,"Stepwise",1,"Day",NA,"K","L","F","Life-History Traits","Development Time","Days","No","No","A","No","No","No","Yes",14,22.29,1.90824526725471,11,18.91,1.89047613050258
929,81,1,6,2,"I. Milosavljevic","Effects Of Constant And Fluctuating Temperatures On Development Rates And Longevity Of Diaphorencyrtus Aligarhensis (Hymenoptera: Encyrtidae)",2019,"Journal Of Economic Entomology",2.447,"Diaphorencyrtus aligarhensis","Terrestrial","A","Developmental Plasticity","Egg to Adult",NA,NA,35,35,11,"Stepwise",1,"Day",NA,"K","L","F","Life-History Traits","Development Time","Days","No","No","B","No","No","No","Yes",30,21.97,1.91702895126808,9,20,1.89
930,81,1,6,3,"I. Milosavljevic","Effects Of Constant And Fluctuating Temperatures On Development Rates And Longevity Of Diaphorencyrtus Aligarhensis (Hymenoptera: Encyrtidae)",2019,"Journal Of Economic Entomology",2.447,"Diaphorencyrtus aligarhensis","Terrestrial","A","Developmental Plasticity","Egg to Adult",NA,NA,35,35,11,"Stepwise",1,"Day",NA,"K","L","F","Life-History Traits","Longevity","Days","No","No","A","No","No","No","No",14,2.79,1.75857897178375,11,1.82,1.75781113888836
931,81,1,6,4,"I. Milosavljevic","Effects Of Constant And Fluctuating Temperatures On Development Rates And Longevity Of Diaphorencyrtus Aligarhensis (Hymenoptera: Encyrtidae)",2019,"Journal Of Economic Entomology",2.447,"Diaphorencyrtus aligarhensis","Terrestrial","A","Developmental Plasticity","Egg to Adult",NA,NA,35,35,11,"Stepwise",1,"Day",NA,"K","L","F","Life-History Traits","Longevity","Days","No","No","B","No","No","No","No",27,1.74,1.76669182372025,9,1.11,1.74
932,82,1,1,1,"E. N. G. Joosse","The Effects Of Constant And Fluctuating Temperatures On The Production Of Spermatophores And Eggs In Populations Of Orchesella Cincta (Linne), (Collembola, Entomobryidae)",1973,"Netherlands Journal Of Zoology",0,"Orchesella cincta","Terrestrial","A","Acclimation",NA,42,"Days",15,15,10,"Alternating",1,"Day","Adult","A","B","A","Life-History Traits","Reproductive Instar Duration","Days","No","No","A","No","No","No","No",50,7.6,1.1,25,6.1,1.1
933,82,1,1,2,"E. N. G. Joosse","The Effects Of Constant And Fluctuating Temperatures On The Production Of Spermatophores And Eggs In Populations Of Orchesella Cincta (Linne), (Collembola, Entomobryidae)",1973,"Netherlands Journal Of Zoology",0,"Orchesella cincta","Terrestrial","A","Acclimation",NA,42,"Days",15,15,10,"Alternating",1,"Day","Adult","A","B","A","Life-History Traits","Feeding Instar Duration","Days","No","No","A","No","No","No","Yes",50,6.1,0.9,25,4.4,1
934,82,1,1,3,"E. N. G. Joosse","The Effects Of Constant And Fluctuating Temperatures On The Production Of Spermatophores And Eggs In Populations Of Orchesella Cincta (Linne), (Collembola, Entomobryidae)",1973,"Netherlands Journal Of Zoology",0,"Orchesella cincta","Terrestrial","A","Acclimation",NA,42,"Days",15,15,10,"Alternating",1,"Day","Adult","A","B","A","Life-History Traits","Egg Production","No.","No","No","B","No","No","No","No",10,31.9,23.4,10,40.2,14.2
935,82,1,1,4,"E. N. G. Joosse","The Effects Of Constant And Fluctuating Temperatures On The Production Of Spermatophores And Eggs In Populations Of Orchesella Cincta (Linne), (Collembola, Entomobryidae)",1973,"Netherlands Journal Of Zoology",0,"Orchesella cincta","Terrestrial","A","Acclimation",NA,42,"Days",15,15,10,"Alternating",1,"Day","Adult","A","B","A","Life-History Traits","Spermatophore Production","No.","No","No","A","No","No","No","No",50,36.9,37.9,25,38,23.7
936,83,1,1,1,"T. Gotoh","Effects Of Constant And Variable Temperatures On Development And Reproduction Of The Two-Spotted Spider Mite Tetranychus Urticae (Acari: Tetranychidae)",2014,"Experimental And Applied Acarology",2.38,"Tetranychus urticae","Terrestrial","A","Developmental Plasticity","Egg Incubation",NA,NA,22,22,6,"Alternating",2,"Day",NA,"A","B","A","Population","Hatchability","%","No","No","A","Yes","No","No","No",60,94.62,5.42217668469038,30,95.36,3.9436024140372
937,83,1,1,2,"T. Gotoh","Effects Of Constant And Variable Temperatures On Development And Reproduction Of The Two-Spotted Spider Mite Tetranychus Urticae (Acari: Tetranychidae)",2014,"Experimental And Applied Acarology",2.38,"Tetranychus urticae","Terrestrial","A","Developmental Plasticity","Egg Incubation",NA,NA,22,22,6,"Alternating",2,"Day",NA,"A","B","A","Population","Survival Rate","%","No","No","A","Yes","No","No","No",60,86.42,7.51358769164239,30,91.17,6.02494813255683
938,83,1,1,3,"T. Gotoh","Effects Of Constant And Variable Temperatures On Development And Reproduction Of The Two-Spotted Spider Mite Tetranychus Urticae (Acari: Tetranychidae)",2014,"Experimental And Applied Acarology",2.38,"Tetranychus urticae","Terrestrial","A","Developmental Plasticity","Egg Incubation",NA,NA,22,22,6,"Alternating",2,"Day",NA,"A","B","A","Life-History Traits","Development Time","Days","No","No","A","No","No","No","Yes",905,12.22,0.601664358259653,446,12.54,0.633561362458286
939,83,1,1,4,"T. Gotoh","Effects Of Constant And Variable Temperatures On Development And Reproduction Of The Two-Spotted Spider Mite Tetranychus Urticae (Acari: Tetranychidae)",2014,"Experimental And Applied Acarology",2.38,"Tetranychus urticae","Terrestrial","A","Developmental Plasticity","Egg Incubation",NA,NA,22,22,6,"Alternating",2,"Day",NA,"A","B","A","Life-History Traits","Development Time","Days","No","No","A","No","No","No","Yes",543,11.99,0.466047207909242,242,12.21,0.622253967444162
940,83,1,1,5,"T. Gotoh","Effects Of Constant And Variable Temperatures On Development And Reproduction Of The Two-Spotted Spider Mite Tetranychus Urticae (Acari: Tetranychidae)",2014,"Experimental And Applied Acarology",2.38,"Tetranychus urticae","Terrestrial","A","Developmental Plasticity","Egg Incubation",NA,NA,22,22,6,"Alternating",2,"Day",NA,"A","B","A","Population","Gender","%","No","No","A","Yes","No","No","No",60,61.8,10.6119743686083,30,63.97,9.80423377934247
941,83,1,1,6,"T. Gotoh","Effects Of Constant And Variable Temperatures On Development And Reproduction Of The Two-Spotted Spider Mite Tetranychus Urticae (Acari: Tetranychidae)",2014,"Experimental And Applied Acarology",2.38,"Tetranychus urticae","Terrestrial","A","Developmental Plasticity","Egg Incubation",NA,NA,22,22,6,"Alternating",2,"Day",NA,"A","B","A","Life-History Traits","Fecundity","No.","No","No","A","No","No","No","No",60,162.43,24.7870934157275,30,150.85,27.2218111080068
942,83,1,1,7,"T. Gotoh","Effects Of Constant And Variable Temperatures On Development And Reproduction Of The Two-Spotted Spider Mite Tetranychus Urticae (Acari: Tetranychidae)",2014,"Experimental And Applied Acarology",2.38,"Tetranychus urticae","Terrestrial","A","Developmental Plasticity","Egg Incubation",NA,NA,22,22,6,"Alternating",2,"Day",NA,"A","B","A","Life-History Traits","Longevity","Days","No","No","A","No","No","No","No",60,32.03,5.88693468623527,30,25.95,4.9295030175465
943,83,1,1,8,"T. Gotoh","Effects Of Constant And Variable Temperatures On Development And Reproduction Of The Two-Spotted Spider Mite Tetranychus Urticae (Acari: Tetranychidae)",2014,"Experimental And Applied Acarology",2.38,"Tetranychus urticae","Terrestrial","A","Developmental Plasticity","Egg Incubation",NA,NA,22,22,6,"Alternating",2,"Day",NA,"A","B","A","Life-History Traits","Longevity","Days","No","No","A","No","No","No","No",60,26.69,4.72503968237305,30,13.05,1.75271218401653
944,83,1,2,1,"T. Gotoh","Effects Of Constant And Variable Temperatures On Development And Reproduction Of The Two-Spotted Spider Mite Tetranychus Urticae (Acari: Tetranychidae)",2014,"Experimental And Applied Acarology",2.38,"Tetranychus urticae","Terrestrial","A","Developmental Plasticity","Egg Incubation",NA,NA,22,22,6,"Alternating",2,"Day",NA,"A","C","A","Population","Hatchability","%","No","No","A","Yes","No","No","No",60,94.62,5.42217668469038,30,97.25,3.286335345031
945,83,1,2,2,"T. Gotoh","Effects Of Constant And Variable Temperatures On Development And Reproduction Of The Two-Spotted Spider Mite Tetranychus Urticae (Acari: Tetranychidae)",2014,"Experimental And Applied Acarology",2.38,"Tetranychus urticae","Terrestrial","A","Developmental Plasticity","Egg Incubation",NA,NA,22,22,6,"Alternating",2,"Day",NA,"A","C","A","Population","Survival Rate","%","No","No","A","Yes","No","No","No",60,86.42,7.51358769164239,30,87.5,7.88720482807439
946,83,1,2,3,"T. Gotoh","Effects Of Constant And Variable Temperatures On Development And Reproduction Of The Two-Spotted Spider Mite Tetranychus Urticae (Acari: Tetranychidae)",2014,"Experimental And Applied Acarology",2.38,"Tetranychus urticae","Terrestrial","A","Developmental Plasticity","Egg Incubation",NA,NA,22,22,6,"Alternating",2,"Day",NA,"A","C","A","Life-History Traits","Development Time","Days","No","No","A","No","No","No","Yes",905,12.22,0.601664358259653,404,12.68,0.602992537267253
