Effect_Size_ID,Study_ID,Species_ID,Treatment_ID_T1,Treatment_ID_T2,Trait_ID,First_Author,Title,Year,Journal,Journal_Impact_Factor-2021,Kingdom,Phylum,Class,Order,Family,Scientific_Name,Ecosystem,Plasticity_Mechanism,Developmental_Exposure_Time_Category,Developmental_Exposure_Time,Acclimation_Exposure_Time,Exposure_Units,T1_constant,T1_fluctuation,T2_constant,T2_fluctuation,High,Fluctuation_Magnitude,Fluctuation_Category,Fluctuation_Period,Fluctuation_Unit,Number_Of_Fluctuations,Acclimation_Life-History_Stage,Acclimation_Life-History_Stage_Category,Trait_Category,Measurement,Trait_Unit,per_transform,ln_transform,Sex,Performance_Curve,Complex_Design,Shared_Control_Number,n_T1_C,Mean_T1_C,SD_Final_T1_C,n_T1_F,Mean_T1_F,SD_Final_T1_F,n_T2_C,Mean_T2_C,SD_Final_T2_C,n_T2_F,Mean_T2_F,SD_Final_T2_F
93,66,1,1,2,4,J. D. Orcutt Jr,Diel Vertical Migration By Zooplankton: Constant And Fluctuating Temperature Effects On Life History Parameters Of Daphnia,1983,Limnology And Oceanography,5.019,Metazoa,Arthropoda,Branchiopoda,Diplostraca,Daphniidae,Daphnia parvula,Aquatic,Developmental Plasticity,Juvenile,Juvenile Period,NA,NA,15,15,20,20,T2,10,Alternating,1,Day,NA,NA,NA,Life-History Traits,Brood Size,No.,No,No,Female,No,Yes,73,13,8.17,2.88444102,13,6.74,1.261942946,13,6.28,3.569495763,13,5.13,1.370109485
94,66,1,1,2,5,J. D. Orcutt Jr,Diel Vertical Migration By Zooplankton: Constant And Fluctuating Temperature Effects On Life History Parameters Of Daphnia,1983,Limnology And Oceanography,5.019,Metazoa,Arthropoda,Branchiopoda,Diplostraca,Daphniidae,Daphnia parvula,Aquatic,Developmental Plasticity,Juvenile,Juvenile Period,NA,NA,15,15,20,20,T2,10,Alternating,1,Day,NA,NA,NA,Life-History Traits,Fecundity,No.,No,No,Female,No,Yes,74,13,98.5,72.79608025,13,73.95,30.57507482,13,63.91,70.92119359,13,28.43,8.761489599
95,66,1,1,2,6,J. D. Orcutt Jr,Diel Vertical Migration By Zooplankton: Constant And Fluctuating Temperature Effects On Life History Parameters Of Daphnia,1983,Limnology And Oceanography,5.019,Metazoa,Arthropoda,Branchiopoda,Diplostraca,Daphniidae,Daphnia parvula,Aquatic,Developmental Plasticity,Juvenile,Juvenile Period,NA,NA,15,15,20,20,T2,10,Alternating,1,Day,NA,NA,NA,Life-History Traits,Development Time,Days,No,No,Female,No,Yes,75,13,9.17,1.297998459,13,8.2,0.973498844,13,6.42,1.117720895,13,5.55,0.721110255
96,66,1,1,2,7,J. D. Orcutt Jr,Diel Vertical Migration By Zooplankton: Constant And Fluctuating Temperature Effects On Life History Parameters Of Daphnia,1983,Limnology And Oceanography,5.019,Metazoa,Arthropoda,Branchiopoda,Diplostraca,Daphniidae,Daphnia parvula,Aquatic,Developmental Plasticity,Juvenile,Juvenile Period,NA,NA,15,15,20,20,T2,10,Alternating,1,Day,NA,NA,NA,Life-History Traits,Brood Duration,Days,No,No,Female,No,Yes,76,13,3.91,0.39661064,13,3.27,0.216333077,13,2.43,0.360555128,13,2.33,0.360555128
97,67,1,1,3,1,M. E. Moore,"Differing Thermal Sensitivities In A Host-Parasitoid Interaction: High, Fluctuating Developmental Temperatures Produce Dead Wasps And Giant Caterpillars",2021,Functional Ecology,6.282,Metazoa,Arthropoda,Insecta,Lepidoptera,Sphingidae,Manduca sexta,Terrestrial,Developmental Plasticity,Larvae,Larvae Period,NA,NA,25,25,30,30,T2,20,Sinusoidal (Sine Curve),1,Day,NA,NA,NA,Morphology,Mass,mg,No,No,NA,No,Yes,77,35,10893.17,31.65454154,32,10736.94,31.27075311,43,10516.48,39.09514036,42,7952.44,40.93384907
98,68,1,1,2,1,T. Salo,Diurnal Variation Around An Optimum And Near-Critically High Temperature Does Not Alter The Performance Of An Ectothermic Aquatic Grazer,2019,Ecology And Evolution,3.167,Metazoa,Mollusca,Gastropoda,Hygrophila,Lymnaeidae,Lymnaea stagnalis,Aquatic,Acclimation,NA,NA,10,Days,21,21,28,28,T2,6,Sinusoidal (Sine Curve),1,Day,10,Adult,Adult,Life-History Traits,Reproductive Rate,N,No,No,NA,No,Yes,78,13,121.7013889,56.33673868,13,193.75,71.98583276,13,197.2222222,68.85601394,13,139.0625,84.50510802
99,68,1,1,2,2,T. Salo,Diurnal Variation Around An Optimum And Near-Critically High Temperature Does Not Alter The Performance Of An Ectothermic Aquatic Grazer,2019,Ecology And Evolution,3.167,Metazoa,Mollusca,Gastropoda,Hygrophila,Lymnaeidae,Lymnaea stagnalis,Aquatic,Acclimation,NA,NA,10,Days,21,21,28,28,T2,6,Sinusoidal (Sine Curve),1,Day,10,Adult,Adult,Physiological,Immune Defense,milliunits,No,No,NA,No,Yes,79,13,163.6752137,43.1433486,13,179.0598291,43.1433486,13,156.8376068,43.1433486,13,196.1538462,58.55168738
100,68,1,1,2,3,T. Salo,Diurnal Variation Around An Optimum And Near-Critically High Temperature Does Not Alter The Performance Of An Ectothermic Aquatic Grazer,2019,Ecology And Evolution,3.167,Metazoa,Mollusca,Gastropoda,Hygrophila,Lymnaeidae,Lymnaea stagnalis,Aquatic,Acclimation,NA,NA,10,Days,21,21,28,28,T2,6,Sinusoidal (Sine Curve),1,Day,10,Adult,Adult,Physiological,Immune Defense,milliunits,No,No,NA,No,Yes,80,13,27.57575758,6.009252126,13,32.12121212,5.462956478,13,25.75757576,8.194434717,13,25.15151515,7.101843421
101,68,2,1,2,1,T. Salo,Diurnal Variation Around An Optimum And Near-Critically High Temperature Does Not Alter The Performance Of An Ectothermic Aquatic Grazer,2019,Ecology And Evolution,3.167,Metazoa,Mollusca,Gastropoda,Hygrophila,Lymnaeidae,Lymnaea stagnalis,Aquatic,Acclimation,NA,NA,10,Days,21,21,28,28,T2,6,Sinusoidal (Sine Curve),1,Day,10,Adult,Adult,Life-History Traits,Reproductive Rate,N,No,No,NA,No,Yes,81,13,115.625,50.07710105,13,157.2916667,71.98583276,13,158.1597222,65.72619513,13,146.0069444,62.59637631
102,68,2,1,2,2,T. Salo,Diurnal Variation Around An Optimum And Near-Critically High Temperature Does Not Alter The Performance Of An Ectothermic Aquatic Grazer,2019,Ecology And Evolution,3.167,Metazoa,Mollusca,Gastropoda,Hygrophila,Lymnaeidae,Lymnaea stagnalis,Aquatic,Acclimation,NA,NA,10,Days,21,21,28,28,T2,6,Sinusoidal (Sine Curve),1,Day,10,Adult,Adult,Physiological,Immune Defense,milliunits,No,No,NA,No,Yes,82,13,163.6752137,27.73500981,13,172.2222222,46.22501635,13,191.8803419,36.98001308,13,162.8205128,33.89834532
103,68,2,1,2,3,T. Salo,Diurnal Variation Around An Optimum And Near-Critically High Temperature Does Not Alter The Performance Of An Ectothermic Aquatic Grazer,2019,Ecology And Evolution,3.167,Metazoa,Mollusca,Gastropoda,Hygrophila,Lymnaeidae,Lymnaea stagnalis,Aquatic,Acclimation,NA,NA,10,Days,21,21,28,28,T2,6,Sinusoidal (Sine Curve),1,Day,10,Adult,Adult,Physiological,Immune Defense,milliunits,No,No,NA,No,Yes,83,13,32.42424242,8.194434717,13,34.39393939,10.37961731,13,33.48484848,7.648139069,13,27.12121212,10.92591296
104,68,3,1,2,1,T. Salo,Diurnal Variation Around An Optimum And Near-Critically High Temperature Does Not Alter The Performance Of An Ectothermic Aquatic Grazer,2019,Ecology And Evolution,3.167,Metazoa,Mollusca,Gastropoda,Hygrophila,Lymnaeidae,Lymnaea stagnalis,Aquatic,Acclimation,NA,NA,10,Days,21,21,28,28,T2,6,Sinusoidal (Sine Curve),1,Day,10,Adult,Adult,Life-History Traits,Reproductive Rate,N,No,No,NA,No,Yes,84,13,171.1805556,71.98583276,13,166.8402778,62.59637631,13,185.9375,78.24547039,13,151.2152778,78.24547039
105,68,3,1,2,2,T. Salo,Diurnal Variation Around An Optimum And Near-Critically High Temperature Does Not Alter The Performance Of An Ectothermic Aquatic Grazer,2019,Ecology And Evolution,3.167,Metazoa,Mollusca,Gastropoda,Hygrophila,Lymnaeidae,Lymnaea stagnalis,Aquatic,Acclimation,NA,NA,10,Days,21,21,28,28,T2,6,Sinusoidal (Sine Curve),1,Day,10,Adult,Adult,Physiological,Immune Defense,milliunits,No,No,NA,No,Yes,85,13,155.982906,30.81667757,13,161.965812,43.1433486,13,160.2564103,27.73500981,13,162.8205128,40.06168084
106,68,3,1,2,3,T. Salo,Diurnal Variation Around An Optimum And Near-Critically High Temperature Does Not Alter The Performance Of An Ectothermic Aquatic Grazer,2019,Ecology And Evolution,3.167,Metazoa,Mollusca,Gastropoda,Hygrophila,Lymnaeidae,Lymnaea stagnalis,Aquatic,Acclimation,NA,NA,10,Days,21,21,28,28,T2,6,Sinusoidal (Sine Curve),1,Day,10,Adult,Adult,Physiological,Immune Defense,milliunits,No,No,NA,No,Yes,86,13,34.09090909,6.009252126,13,32.72727273,4.91666083,13,26.81818182,6.555547774,13,26.96969697,4.91666083
107,72,1,1,2,1,L. D. Patterson,The Effect Of Constant And Fluctuating Incubation Temperatures On The Phenotype Of Black Ratsnakes (Elaphe Obsoleta),2008,Canadian Journal Of Zoology,1.654,Metazoa,Chordata,NA,Squamata,Colubridae,Pantherophis obsoletus,Terrestrial,Developmental Plasticity,Embryo,Egg Incubation,NA,NA,26,26,29,29,T2,6,Sinusoidal (Sine Curve),1,Day,NA,NA,NA,Population,Survival,%,Yes,No,NA,No,Yes,87,9,78.57142857,24.59912536,9,92.73809524,17.67492711,9,97.26190476,9.839650146,9,100,0
108,72,1,1,2,2,L. D. Patterson,The Effect Of Constant And Fluctuating Incubation Temperatures On The Phenotype Of Black Ratsnakes (Elaphe Obsoleta),2008,Canadian Journal Of Zoology,1.654,Metazoa,Chordata,NA,Squamata,Colubridae,Pantherophis obsoletus,Terrestrial,Developmental Plasticity,Embryo,Egg Incubation,NA,NA,26,26,29,29,T2,6,Sinusoidal (Sine Curve),1,Day,NA,NA,NA,Life-History Traits,Development Time,Days,No,No,NA,No,Yes,88,9,258.3114035,7.55236305,9,254.254386,6.7132116,9,243.3991228,5.37056928,9,241.6447368,5.37056928
109,72,1,1,2,3,L. D. Patterson,The Effect Of Constant And Fluctuating Incubation Temperatures On The Phenotype Of Black Ratsnakes (Elaphe Obsoleta),2008,Canadian Journal Of Zoology,1.654,Metazoa,Chordata,NA,Squamata,Colubridae,Pantherophis obsoletus,Terrestrial,Developmental Plasticity,Embryo,Egg Incubation,NA,NA,26,26,29,29,T2,6,Sinusoidal (Sine Curve),1,Day,NA,NA,NA,Morphology,Length,mm,No,No,NA,No,Yes,89,29,261.6246057,13.52098291,26,269.2902208,9.355697942,29,273.8328076,10.66077498,32,279.4164038,13.38372457
110,72,1,1,2,4,L. D. Patterson,The Effect Of Constant And Fluctuating Incubation Temperatures On The Phenotype Of Black Ratsnakes (Elaphe Obsoleta),2008,Canadian Journal Of Zoology,1.654,Metazoa,Chordata,NA,Squamata,Colubridae,Pantherophis obsoletus,Terrestrial,Developmental Plasticity,Embryo,Egg Incubation,NA,NA,26,26,29,29,T2,6,Sinusoidal (Sine Curve),1,Day,NA,NA,NA,Morphology,Mass,g,No,No,NA,No,Yes,90,29,9.741784038,1.212526329,26,10.13615023,0.952676828,29,9.525821596,1.289921627,32,9.929577465,1.111100049
111,72,1,1,2,5,L. D. Patterson,The Effect Of Constant And Fluctuating Incubation Temperatures On The Phenotype Of Black Ratsnakes (Elaphe Obsoleta),2008,Canadian Journal Of Zoology,1.654,Metazoa,Chordata,NA,Squamata,Colubridae,Pantherophis obsoletus,Terrestrial,Developmental Plasticity,Embryo,Egg Incubation,NA,NA,26,26,29,29,T2,6,Sinusoidal (Sine Curve),1,Day,NA,NA,NA,Morphology,Tail Length,mm,No,No,NA,No,Yes,91,29,53.88395904,3.900934317,26,57.02389078,4.119845814,29,55.63139932,3.750898382,32,56.04095563,5.673796837
112,72,1,1,2,6,L. D. Patterson,The Effect Of Constant And Fluctuating Incubation Temperatures On The Phenotype Of Black Ratsnakes (Elaphe Obsoleta),2008,Canadian Journal Of Zoology,1.654,Metazoa,Chordata,NA,Squamata,Colubridae,Pantherophis obsoletus,Terrestrial,Developmental Plasticity,Embryo,Egg Incubation,NA,NA,26,26,29,29,T2,6,Sinusoidal (Sine Curve),1,Day,NA,NA,NA,Physiological,Locomotor Performance,m/s,No,No,NA,No,Yes,92,29,0.233098592,0.063851121,26,0.26971831,0.069618691,29,0.295774648,0.089004592,32,0.309859155,0.099592504
113,72,1,1,2,7,L. D. Patterson,The Effect Of Constant And Fluctuating Incubation Temperatures On The Phenotype Of Black Ratsnakes (Elaphe Obsoleta),2008,Canadian Journal Of Zoology,1.654,Metazoa,Chordata,NA,Squamata,Colubridae,Pantherophis obsoletus,Terrestrial,Developmental Plasticity,Embryo,Egg Incubation,NA,NA,26,26,29,29,T2,6,Sinusoidal (Sine Curve),1,Day,NA,NA,NA,Physiological,Muscular Strength,g,No,No,NA,No,Yes,93,29,55.61128527,10.33554758,25,59.18495298,10.55594652,29,53.54231975,13.69460054,31,46.86520376,14.1589555
114,72,1,1,2,8,L. D. Patterson,The Effect Of Constant And Fluctuating Incubation Temperatures On The Phenotype Of Black Ratsnakes (Elaphe Obsoleta),2008,Canadian Journal Of Zoology,1.654,Metazoa,Chordata,NA,Squamata,Colubridae,Pantherophis obsoletus,Terrestrial,Developmental Plasticity,Embryo,Egg Incubation,NA,NA,26,26,29,29,T2,6,Sinusoidal (Sine Curve),1,Day,NA,NA,NA,Behavioural,Righting Time,s,No,No,NA,No,Yes,94,29,0.590875912,0.189519617,25,0.700364964,0.203895427,28,0.599635036,0.082765943,32,0.549270073,0.17696103
115,74,1,1,5,1,D. S. Joshi,"Effect Of Fluctuating And Constant Temperatures On Development, Adult Longevityand Fecundity In The Mosquito Aedes Krombeini",1996,Journal Of Thermal Biology,3.189,Metazoa,Arthropoda,Insecta,Diptera,Culicidae,Aedes krombeini,Terrestrial,Developmental Plasticity,Larvae,Larvae Period,NA,NA,14,14,35,35,T2,4,Alternating,1,Day,NA,NA,NA,Life-History Traits,Development Time,Days,No,No,Male,No,Yes,95,20,29,12.11948844,20,21,7.602631123,20,4,3.041052449,20,4.1,1.833575742
116,74,1,1,5,2,D. S. Joshi,"Effect Of Fluctuating And Constant Temperatures On Development, Adult Longevityand Fecundity In The Mosquito Aedes Krombeini",1996,Journal Of Thermal Biology,3.189,Metazoa,Arthropoda,Insecta,Diptera,Culicidae,Aedes krombeini,Terrestrial,Developmental Plasticity,Larvae,Larvae Period,NA,NA,14,14,35,35,T2,4,Alternating,1,Day,NA,NA,NA,Life-History Traits,Longevity,Days,No,No,Male,No,Yes,96,20,2,1.296919427,20,4,2.728002933,20,1,0.134164079,20,29,14.22139234
117,74,1,1,5,3,D. S. Joshi,"Effect Of Fluctuating And Constant Temperatures On Development, Adult Longevityand Fecundity In The Mosquito Aedes Krombeini",1996,Journal Of Thermal Biology,3.189,Metazoa,Arthropoda,Insecta,Diptera,Culicidae,Aedes krombeini,Terrestrial,Developmental Plasticity,Larvae,Larvae Period,NA,NA,14,14,35,35,T2,4,Alternating,1,Day,NA,NA,NA,Life-History Traits,Development Time,Days,No,No,Female,No,Yes,97,20,39,28.04029244,20,26,8.094566079,20,4,2.191346618,20,5.2,1.833575742
118,74,1,1,5,4,D. S. Joshi,"Effect Of Fluctuating And Constant Temperatures On Development, Adult Longevityand Fecundity In The Mosquito Aedes Krombeini",1996,Journal Of Thermal Biology,3.189,Metazoa,Arthropoda,Insecta,Diptera,Culicidae,Aedes krombeini,Terrestrial,Developmental Plasticity,Larvae,Larvae Period,NA,NA,14,14,35,35,T2,4,Alternating,1,Day,NA,NA,NA,Life-History Traits,Longevity,Days,No,No,Female,No,Yes,98,20,4,0.670820393,20,5.06,1.744133022,20,0,0,20,41,16.54690303
119,74,1,1,5,5,D. S. Joshi,"Effect Of Fluctuating And Constant Temperatures On Development, Adult Longevityand Fecundity In The Mosquito Aedes Krombeini",1996,Journal Of Thermal Biology,3.189,Metazoa,Arthropoda,Insecta,Diptera,Culicidae,Aedes krombeini,Terrestrial,Developmental Plasticity,Larvae,Larvae Period,NA,NA,14,14,35,35,T2,4,Alternating,1,Day,NA,NA,NA,Life-History Traits,Fecundity,N,No,No,Female,No,Yes,99,10,0,0,10,0,0,10,0,0,10,6140,76.27413716
120,77,1,1,6,1,C. G. Spanoudis,Effect Of Temperature On Biological Parameters Of The West Nile Virus Vector Culex Pipiens Form 'Molestus' (Diptera: Culicidae) In Greece: Constant Vs Fluctuating Temperatures,2019,Journal Of Medical Entomology,2.435,Metazoa,Arthropoda,Insecta,Diptera,Culicidae,Culex pipiens,Terrestrial,Developmental Plasticity,Embryo,Egg Incubation,NA,NA,17.5,17.5,30,30,T2,6,Stepwise,1,Day,NA,NA,NA,Life-History Traits,Development Time,Days,No,No,Both,No,Yes,100,32,40,3.054701295,30,44.7,8.270610618,39,14.3,1.5612495,33,13,1.148912529
121,77,1,1,6,2,C. G. Spanoudis,Effect Of Temperature On Biological Parameters Of The West Nile Virus Vector Culex Pipiens Form 'Molestus' (Diptera: Culicidae) In Greece: Constant Vs Fluctuating Temperatures,2019,Journal Of Medical Entomology,2.435,Metazoa,Arthropoda,Insecta,Diptera,Culicidae,Culex pipiens,Terrestrial,Developmental Plasticity,Embryo,Egg Incubation,NA,NA,17.5,17.5,30,30,T2,6,Stepwise,1,Day,NA,NA,NA,Life-History Traits,Fecundity,No.,No,No,Female,No,Yes,101,17,89.7,15.66780138,12,58.2,21.47743001,16,41.2,58.8,14,48.9,10.47664068
122,79,1,1,3,1,M. S. De Majo,Effects Of Constant And Fluctuating Low Temperatures On The Development Of Aedes Aegypti (Diptera: Culicidae) From A Temperate Region,2019,Journal Of Medical Entomology,2.435,Metazoa,Arthropoda,Insecta,Diptera,Culicidae,Aedes aegypti,Terrestrial,Developmental Plasticity,Larvae,Larvae Period,NA,NA,12,12,16,16,T2,8,Alternating,1,Day,NA,NA,NA,Life-History Traits,Development Time,Days,No,No,Female,No,Yes,102,3,43.56164384,2.671232877,2,43.63013699,8.630136986,13,24.65753425,1.506849315,12,23.97260274,1.712328767
123,79,1,1,3,2,M. S. De Majo,Effects Of Constant And Fluctuating Low Temperatures On The Development Of Aedes Aegypti (Diptera: Culicidae) From A Temperate Region,2019,Journal Of Medical Entomology,2.435,Metazoa,Arthropoda,Insecta,Diptera,Culicidae,Aedes aegypti,Terrestrial,Developmental Plasticity,Larvae,Larvae Period,NA,NA,12,12,16,16,T2,8,Alternating,1,Day,NA,NA,NA,Life-History Traits,Development Time,Days,No,No,Male,No,Yes,103,4,49.04109589,2.602739726,4,33.83561644,8.424657534,15,22.19178082,1.712328767,13,20.68493151,1.849315068
124,79,1,1,3,3,M. S. De Majo,Effects Of Constant And Fluctuating Low Temperatures On The Development Of Aedes Aegypti (Diptera: Culicidae) From A Temperate Region,2019,Journal Of Medical Entomology,2.435,Metazoa,Arthropoda,Insecta,Diptera,Culicidae,Aedes aegypti,Terrestrial,Developmental Plasticity,Larvae,Larvae Period,NA,NA,12,12,16,16,T2,8,Alternating,1,Day,NA,NA,NA,Morphology,Wing Length,mm,No,No,Female,No,Yes,104,3,2.950579151,0.022586873,2,2.914092664,0.062548263,13,2.886293436,0.111196911,12,2.788996139,0.074710425
125,79,1,1,3,4,M. S. De Majo,Effects Of Constant And Fluctuating Low Temperatures On The Development Of Aedes Aegypti (Diptera: Culicidae) From A Temperate Region,2019,Journal Of Medical Entomology,2.435,Metazoa,Arthropoda,Insecta,Diptera,Culicidae,Aedes aegypti,Terrestrial,Developmental Plasticity,Larvae,Larvae Period,NA,NA,12,12,16,16,T2,8,Alternating,1,Day,NA,NA,NA,Morphology,Wing Length,mm,No,No,Male,No,Yes,105,4,2.454716981,0.127358491,4,2.412264151,0.037358491,15,2.383396226,0.037358491,13,2.313773585,0.067924528
126,86,1,1,3,1,Y. Dong,"Effects Of Diel Temperature Fluctuations On Growth, Oxygen Consumption And Proximate Body Composition In The Sea Cucumber Apostichopus Japonicus Selenka",2006,Aquaculture,5.135,Metazoa,Echinodermata,Holothuroidea,Aspidochirotida,Stichopodidae,Apostichopus japonicus,Aquatic,Acclimation,NA,NA,70,Days,15,15,21,21,T2,4,Sinusoidal (Sine Curve),1,Day,70,Juvenile,Juvenile,Physiological,Water Content,%,Yes,No,NA,No,Yes,106,5,92.35164835,0.973058153,5,92.62197802,1.105747901,5,92.8989011,0.250636191,5,92.62197802,0.545502298
127,86,1,1,3,2,Y. Dong,"Effects Of Diel Temperature Fluctuations On Growth, Oxygen Consumption And Proximate Body Composition In The Sea Cucumber Apostichopus Japonicus Selenka",2006,Aquaculture,5.135,Metazoa,Echinodermata,Holothuroidea,Aspidochirotida,Stichopodidae,Apostichopus japonicus,Aquatic,Acclimation,NA,NA,70,Days,15,15,21,21,T2,4,Sinusoidal (Sine Curve),1,Day,70,Juvenile,Juvenile,Biochemical Assay,Protein Content,%,Yes,No,NA,No,Yes,107,5,3.012269939,0,5,2.926380368,0.027436417,5,2.779141104,0,5,2.932515337,0.054872834
128,86,1,1,3,3,Y. Dong,"Effects Of Diel Temperature Fluctuations On Growth, Oxygen Consumption And Proximate Body Composition In The Sea Cucumber Apostichopus Japonicus Selenka",2006,Aquaculture,5.135,Metazoa,Echinodermata,Holothuroidea,Aspidochirotida,Stichopodidae,Apostichopus japonicus,Aquatic,Acclimation,NA,NA,70,Days,15,15,21,21,T2,4,Sinusoidal (Sine Curve),1,Day,70,Juvenile,Juvenile,Biochemical Assay,Lipid Content,%,Yes,No,NA,No,Yes,108,5,0.337304075,0.110751956,5,0.250783699,0.11215388,5,0.188087774,0.082713486,5,0.16677116,0.019626929
129,86,1,1,3,4,Y. Dong,"Effects Of Diel Temperature Fluctuations On Growth, Oxygen Consumption And Proximate Body Composition In The Sea Cucumber Apostichopus Japonicus Selenka",2006,Aquaculture,5.135,Metazoa,Echinodermata,Holothuroidea,Aspidochirotida,Stichopodidae,Apostichopus japonicus,Aquatic,Acclimation,NA,NA,70,Days,15,15,21,21,T2,4,Sinusoidal (Sine Curve),1,Day,70,Juvenile,Juvenile,Biochemical Assay,Ash Content,%,Yes,No,NA,No,Yes,109,5,3.166416792,0.201145545,5,2.92053973,0.053638812,5,3.16041979,0.026819406,5,3.142428786,0
130,86,1,1,3,5,Y. Dong,"Effects Of Diel Temperature Fluctuations On Growth, Oxygen Consumption And Proximate Body Composition In The Sea Cucumber Apostichopus Japonicus Selenka",2006,Aquaculture,5.135,Metazoa,Echinodermata,Holothuroidea,Aspidochirotida,Stichopodidae,Apostichopus japonicus,Aquatic,Acclimation,NA,NA,70,Days,15,15,21,21,T2,4,Sinusoidal (Sine Curve),1,Day,70,Juvenile,Juvenile,Physiological,Energy Content,kJ g-1,No,No,NA,No,Yes,110,5,0.91588785,0,5,0.927102804,0,5,0.775700935,0.016718265,5,0.83364486,0.012538699
131,86,1,1,3,6,Y. Dong,"Effects Of Diel Temperature Fluctuations On Growth, Oxygen Consumption And Proximate Body Composition In The Sea Cucumber Apostichopus Japonicus Selenka",2006,Aquaculture,5.135,Metazoa,Echinodermata,Holothuroidea,Aspidochirotida,Stichopodidae,Apostichopus japonicus,Aquatic,Acclimation,NA,NA,70,Days,15,15,21,21,T2,4,Sinusoidal (Sine Curve),1,Day,70,Juvenile,Juvenile,Physiological,Metabolic Rate,mgO2g-1h-1,No,No,NA,No,Yes,111,4,0.016153846,0.008543372,4,0.016693944,0.011391162,4,0.019787234,0.008150573,4,0.025188216,0.007168576
132,91,1,1,3,1,L. B. Carrington,Effects Of Fluctuating Daily Temperatures At Critical Thermal Extremes On Aedes Aegypti Life-History Traits,2013,Plos One,3.752,Metazoa,Arthropoda,Insecta,Diptera,Culicidae,Aedes aegypti,Terrestrial,Developmental Plasticity,Larvae,Larvae Period,NA,NA,16,16,35,35,T2,7.6,Sinusoidal (Sine Curve),1,Day,NA,NA,NA,Life-History Traits,Development Time,Days,No,No,NA,No,Yes,112,13,34.6365105,4.659840098,13,33.08562197,3.261888068,13,7.450331126,1.014807478,13,6.920529801,0.656640133
133,91,1,1,3,2,L. B. Carrington,Effects Of Fluctuating Daily Temperatures At Critical Thermal Extremes On Aedes Aegypti Life-History Traits,2013,Plos One,3.752,Metazoa,Arthropoda,Insecta,Diptera,Culicidae,Aedes aegypti,Terrestrial,Developmental Plasticity,Larvae,Larvae Period,NA,NA,16,16,35,35,T2,7.6,Sinusoidal (Sine Curve),1,Day,NA,NA,NA,Population,Survival,%,Yes,No,NA,No,Yes,113,13,55.06216696,16.65085847,13,55.59502664,13.4487703,13,44.83362522,16.41757148,13,60.59544658,15.78612642
134,93,1,1,3,1,A. V. Uvarov,Effects Of Temperature Regime On The Respiratory Activity Of Developmental Stages Of Lumbricus Rubellus (Lumbricidae),2004,Pedobiologia,2.128,Metazoa,Annelida,Clitellata,Haplotaxida,Lumbricidae,Lumbricus rubellus,Terrestrial,Acclimation,NA,NA,7,Days,5,5,15,15,T2,10,NA,1,Day,7,Cocoon,Larvae,Physiological,Metabolic Rate,mm3 CO2 g−1 h−1,No,No,Both,Yes,Yes,114,5,26.47058824,15.17693197,5,29.51807229,13.47028902,5,54.97737557,33.38925034,5,71.68674699,26.94057804
135,93,1,4,6,2,A. V. Uvarov,Effects Of Temperature Regime On The Respiratory Activity Of Developmental Stages Of Lumbricus Rubellus (Lumbricidae),2004,Pedobiologia,2.128,Metazoa,Annelida,Clitellata,Haplotaxida,Lumbricidae,Lumbricus rubellus,Terrestrial,Acclimation,NA,NA,7,Days,5,5,15,15,T2,10,NA,1,Day,7,Juvenile,Juvenile,Physiological,Metabolic Rate,mm3 CO2 g−1 h−1,No,No,Both,Yes,Yes,115,5,19.00452489,6.07077279,5,36.14457831,13.47028902,5,51.58371041,18.21231837,5,130.1204819,28.28760694
136,93,1,7,9,3,A. V. Uvarov,Effects Of Temperature Regime On The Respiratory Activity Of Developmental Stages Of Lumbricus Rubellus (Lumbricidae),2004,Pedobiologia,2.128,Metazoa,Annelida,Clitellata,Haplotaxida,Lumbricidae,Lumbricus rubellus,Terrestrial,Acclimation,NA,NA,7,Days,5,5,15,15,T2,10,NA,1,Day,7,Adult,Adult,Physiological,Metabolic Rate,mm3 CO2 g−1 h−1,No,No,Both,Yes,Yes,116,5,27.14932127,10.62385238,5,36.14457831,12.12326012,5,90.27149321,39.46002313,5,132.5301205,59.26927169
137,94,1,9,1,1,X. Tian,"The Effects Of Thermal Amplitude On The Growth Of Chinese Shrimp Fenneropenaeus Chinensis (Osbeck, 1765)",2006,Aquaculture,5.135,Metazoa,Arthropoda,Malacostraca,Decapoda,Penaeidae,Penaeus chinensis,Aquatic,Acclimation,NA,NA,33,Days,31,31,25,25,T1,1,Sinusoidal (Sine Curve),1,Day,33,Adult,Adult,Physiological,Apparent Digestability Coefficient,%,Yes,No,NA,No,Yes,117,20,82.05911188,8.545373201,20,85.88071895,8.545373201,20,77.16262976,8.510985381,20,75.77854671,14.70079293
138,94,1,10,2,1,X. Tian,"The Effects Of Thermal Amplitude On The Growth Of Chinese Shrimp Fenneropenaeus Chinensis (Osbeck, 1765)",2006,Aquaculture,5.135,Metazoa,Arthropoda,Malacostraca,Decapoda,Penaeidae,Penaeus chinensis,Aquatic,Acclimation,NA,NA,33,Days,31,31,25,25,T1,2,Sinusoidal (Sine Curve),1,Day,33,Adult,Adult,Physiological,Apparent Digestability Coefficient,%,Yes,No,NA,No,Yes,117,20,82.05911188,8.545373201,20,86.35841984,12.8180598,20,77.16262976,8.510985381,20,74.74048443,9.284711325
